agreement_from,end_date,title,entity_code,person_indication,agreement,person,amount,other_party_of_agreement,start_date,description
Rašytinė,,UAB AISTEKA,302496509,Deklaruojantysis,Paskola (suteikta),ARTŪRAS TEPELYS,100000,"Juridiniai asmenys, registruoti Lietuvoje",2010-04-21,PASKOLA
Notarinė,2011-11-11,ANTANAS KAVALIAUSKAS,,Deklaruojantysis,Pirkimas,ARŪNAS STAŠAITIS,36000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-22,PIRKTAS ŽEMĖS SKLYPAS
Notarinė,,VYGINTAS STAŠAITIS (SŪNUS),,Deklaruojantysis,Teikiama dovana,ARŪNAS STAŠAITIS,36000,"Fiziniai asmenys, registruoti Lietuvoje",2011-11-11,DOVANOTAS ŽEMĖS SKLYPAS
Notarinė,,ARIMANTAS STAŠAITIS (SŪNUS),,Deklaruojantysis,Teikiama dovana,ARŪNAS STAŠAITIS,58000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-16,DOVANOTA NAMO DALIS
Notarinė,2011-05-25,FIZINIS ASMUO,,Deklaruojantysis,Pirkimas,ANTANAS ČERNECKIS,40000,"Fiziniai asmenys, registruoti Lietuvoje",2011-05-25,BUTAS
Kita,2011-10-21,FIZINIS ASMUO,,Deklaruojantysis,Pirkimas,ANTANAS ČERNECKIS,20000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2011-10-21,LENGVASIS AUTOMOBILIS
Kita,2011-04-30,FIZINIS ASMUO,,Deklaruojantysis,Pardavimas,ANTANAS ČERNECKIS,20000,"Fiziniai asmenys, registruoti Lietuvoje",2011-04-30,LENGVASIS AUTOMOBILIS
Notarinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),ROBERTAS STANIONIS,242000,"Juridiniai asmenys, registruoti Lietuvoje",2004-04-23,PINIGAI
Rašytinė,,"BENDROVĖ ""MON MME BRIQUET PHILIPPE""",,Deklaruojantysis,Pirkimas,ARŪNAS MARKŪNAS,20000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2011-08-09,LENGVOJO AUTOMOBILIO PIRKIMAS
Rašytinė,,"AB BANKAS ""SNORAS""",112025973,Deklaruojantysis,Paskola (gauta),ARŪNAS MARKŪNAS,75000,"Juridiniai asmenys, registruoti Lietuvoje",2006-09-01,PASKOLA BŪSTO ĮSIGYJIMUI
Rašytinė,,"UAB ""BALTIJOS STATYBOS VERSLO GRUPĖ""",,Deklaruojantysis,Pirkimas,KĘSTUTIS PAKALNIS,42923,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-19,MEDŽIAGOS IR DARBAI
Rašytinė,,"UAB ""BALTIC CHEM EKSPERT""",,Deklaruojantysis,Pirkimas,KĘSTUTIS PAKALNIS,40000,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-02,DIVIDENDAI
Rašytinė,,"UAB ""UNDERHILL BALTIC""",,Deklaruojantysis,Paskola (suteikta),KĘSTUTIS PAKALNIS,3001040,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-02,PASKOLA
Rašytinė,,AB DNB,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),RITA JUOZAPAITIENĖ,51000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-22,PINIGAI
Rašytinė,,DNB BANKAS,,Deklaruojantysis,Paskola (gauta),RIČARDAS JUŠKA,200000,"Fiziniai asmenys, registruoti Lietuvoje",2009-01-28,PINIGAI
Notarinė,2009-06-26,UAB SANVITA,122606884,Deklaruojantysis ir sutuoktinis,Pirkimas,RIČARDAS JUŠKA,287000,"Juridiniai asmenys, registruoti Lietuvoje",2009-06-22,BUTAS
Notarinė,2011-01-31,NACIONALINĖS ŽEMĖS TARNYBOS JURBARKO SKYRIUS,188704927,Deklaruojantysis ir sutuoktinis,Pirkimas,RIČARDAS JUŠKA,10500,"Juridiniai asmenys, registruoti Lietuvoje",2010-09-29,ŽEMĖS SKLYPAS
Rašytinė,,"UAB ""KRASTA AUTO"", UAB 'SNORO LIZINGAS""",,Deklaruojantysis,Išsimokėtinas pirkimas,REMIGIJUS AČAS,139022,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-13,AUTOMOBILIO PIRKIMAS IŠSIMOKĖTINAI
Rašytinė,,RAMŪNAS MACIUKEVIČIUS,,Deklaruojantysis,Vertybinių popierių sandoriai,REMIGIJUS AČAS,52260,"Fiziniai asmenys, registruoti Lietuvoje",2011-11-02,AKCIJŲ PARDAVIMAS
Rašytinė,2012-05-01,"UAB ""VIANRĖ""",,Deklaruojantysis,Nuoma,REMIGIJUS AČAS,6050,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-01,"TURTO NUOMA JURIDIAN ASMENIUI, KAS MĖNESĮ"
Rašytinė,,"UAB ""AGROREMA""",,Deklaruojantysis,Nuoma,REMIGIJUS AČAS,5000,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-01,PATALPŲ NUOMA JURIDIAM ASMENIUI
Notarinė,,"AB ""SWEDBANK""",112064638,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VIDMANTAS PLEČKAITIS,60000,"Juridiniai asmenys, registruoti Lietuvoje",2006-02-28,GAUTA BŪSTO PASKOLA
Rašytinė,,"UAB ""ŠIAULIŲ BANKO LIZINGAS""",145569548,Deklaruojantysis,Išsimokėtinas pirkimas,EDITA STUNDŽIAITĖ,29580,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-10,TOYOTA COROLA VERSO
Kita,2012-01-31,"UAB ""BILDERIS""",,Deklaruojantysis ir sutuoktinis,Ranga,REMIGIJUS AČAS,18000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-02,"NUOSAVO PASTATO STOGO UŽDENGIMAS, STATYBOS DARBAI"
Rašytinė,,DANSKE BANKAS,125598987,Deklaruojantysis,Paskola (gauta),EDITA STUNDŽIAITĖ,80000,"Juridiniai asmenys, registruoti Lietuvoje",2002-07-10,PINIGAI
Notarinė,2011-11-08,G.GUDŽIŪNIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,DALIUS ČAPAITIS,70840,"Fiziniai asmenys, registruoti Lietuvoje",2011-11-08,ŽEMĖS PIRKIMAS
Notarinė,2012-04-12,T.SAKOLOVIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,DALIUS ČAPAITIS,12000,"Fiziniai asmenys, registruoti Lietuvoje",2012-04-12,MIŠKO PIRKIMAS
Notarinė,2012-04-12,G.NAGINSKIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,DALIUS ČAPAITIS,12000,"Fiziniai asmenys, registruoti Lietuvoje",2012-04-12,MIŠKO PIRKIMAS
Notarinė,2012-08-16,"UAB ,,REALFOREST 1''",302454182,Sutuoktinis,Pardavimas,GINTARIS PETRĖNAS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-16,ŽEMĖS SKLYPO PARDAVIMAS
Notarinė,2012-06-14,JAKOVAS KARNAŠNIKOVAS,,Deklaruojantysis ir sutuoktinis,Pirkimas,GINTARIS PETRĖNAS,17200,"Fiziniai asmenys, registruoti Lietuvoje",2012-06-14,ŽEMĖS SKLYPO PIRKIMAS
Notarinė,,AKDEMINĖ KREDITO UNIJA,112043843,Deklaruojantysis,Paskola (gauta),TOMAS KAŽEMĖKAS,175000,"Juridiniai asmenys, registruoti Lietuvoje",2011-07-07,PASKOLA NEKILNOJAMOJO TURTO ĮSIGIJIMUI
Rašytinė,,SWEDBANK,112029651,Deklaruojantysis,Indėlis,JULIJA JUŠKIENĖ,20268,"Juridiniai asmenys, registruoti Lietuvoje",2009-08-04,PINIGAI
Rašytinė,,SWEDBANK,112029651,Deklaruojantysis,Indėlis,JULIJA JUŠKIENĖ,45423,"Juridiniai asmenys, registruoti Lietuvoje",2008-10-24,PINIGAI
Rašytinė,2011-08-09,SONITA OMEROVIC,,Sutuoktinis,Pirkimas,AUŠRINĖ NORKIENĖ,14000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2011-08-09,AUTOMOBILIO PIRKIMAS
Rašytinė,2012-04-21,MONIKA KECIORIENĖ,,Sutuoktinis,Pardavimas,AUŠRINĖ NORKIENĖ,12800,"Fiziniai asmenys, registruoti Lietuvoje",2012-04-21,AUTOMOBILIO PARDAVIMAS
Rašytinė,,AB DNB BANKAS,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),AUŠRINĖ NORKIENĖ,40000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-07,VARTOJIMO PASKOLA
Rašytinė,,AB DNB BANKAS,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),AUŠRINĖ NORKIENĖ,152000,"Juridiniai asmenys, registruoti Lietuvoje",2006-07-26,BŪSTO PASKOLA
Rašytinė,,"ŽŪB ""TYTUVĖNŲ PIENO ŪKIS""",,Deklaruojantysis,Pirkimas,ALBERTAS BRAZAS,1266000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-16,ŽEMĖS ŪKIO BENDROVĖS PIRKIMAS
Rašytinė,,"KREDITO UNIJA ""KELMĖS TAUPA""",,Deklaruojantysis,Paskola (gauta),ALBERTAS BRAZAS,90000,"Juridiniai asmenys, registruoti Lietuvoje",2008-11-11,PASKOLA ŽEMĖS PIRKIMUI
Rašytinė,,"""SWEDBANK"" AB",,Deklaruojantysis,Paskola (gauta),ALBERTAS BRAZAS,1138400,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-13,PASKOLA ŪKIO PIRKIMUI
Rašytinė,,"""SWEDBANK"" AB",,Deklaruojantysis,Paskola (gauta),ALBERTAS BRAZAS,96100,"Juridiniai asmenys, registruoti Lietuvoje",2008-06-12,PASKOLA ŽEMĖS PIRKIMUI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),REMIGIJUS VILYS,250000,"Juridiniai asmenys, registruoti Lietuvoje",2005-11-07,PINIGAI KREDITAS BŪSTUI ĮSIGYTI IR REKONSTRUOTI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,REMIGIJUS VILYS,10946,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-06,PINIGAI TERMINUOTAS INDELIS
Notarinė,2012-02-28,GEDIMINAS ŽEBRAUSKAS,,Deklaruojantysis,Pardavimas,RIMANTĖ MISIŪNIENĖ,78000,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-28,PARDUOTAS ŽEMĖS SKLYPAS
Rašytinė,,JONIŠKIO KREDITO UNIJA,110089678,Deklaruojantysis,Paskola (gauta),RIMANTĖ MISIŪNIENĖ,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-15,PINIGAI
Rašytinė,2026-01-11,"AB ""SWEDBANK""",112029651,Deklaruojantysis,Paskola (gauta),GINTARAS EIGIRDAS,135000,"Juridiniai asmenys, registruoti Lietuvoje",2006-01-11,KREDITO PASKIRTIS - GYVENAMO NAMO REMONTUI
Rašytinė,,"VŠĮ ""ŽALIOJI AKADEMIJA""",,Deklaruojantysis ir sutuoktinis,Vertybinių popierių sandoriai,AUŠRA MIELEIKIENĖ,11000,"Fiziniai asmenys, registruoti Lietuvoje",2012-08-21,VALDOMŲ ĮMONĖS AKCIJŲ VERTĖ
Rašytinė,,"VŠĮ ""ŽALIOJI AKADEMIJA""",,Deklaruojantysis ir sutuoktinis,Vertybinių popierių sandoriai,AUŠRA MIELEIKIENĖ,11000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-19,VALDOMŲ AKCIJŲ ĮMONĖJE SUMA
Notarinė,,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VYTAUTAS LAURINAITIS,180000,"Juridiniai asmenys, registruoti Lietuvoje",2009-03-16,GAUTA PASKOLA PINIGAIS
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),IRENA RIČKUVIENĖ,246000,"Juridiniai asmenys, registruoti Lietuvoje",2009-10-19,SANDORIO OBJEKTAS - PINIGAI
Rašytinė,,SWEDBANK AB,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),IRENA RIČKUVIENĖ,20000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-30,SANDORIO OBJEKTAS - PINIGAI
Žodinė,,JUOZAS RIČKUS,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),IRENA RIČKUVIENĖ,60000,"Fiziniai asmenys, registruoti Lietuvoje",2009-10-17,SANDORIO OBJEKTAS - PINIGAI
Žodinė,2012-08-18,ALGIMANTAS GABARTAS,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),IRENA RIČKUVIENĖ,20000,"Fiziniai asmenys, registruoti Lietuvoje",2009-10-18,SANDORIO OBJEKTAS - PINIGAI
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),VINCAS BABILIUS,135648,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-25,PINIGAI
Notarinė,,SWEDBANK AB,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),IRENA RIČKUVIENĖ,115000,"Juridiniai asmenys, registruoti Lietuvoje",2005-09-12,SANDORIO OBJEKTAS - PINIGAI
Rašytinė,,"UAB ""BLEIRAS LOGISTCS""",,Deklaruojantysis,Pirkimas,NIJOLĖ MAKŠTUTIENĖ,28800,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-03-27,AUTOMOBILIS
Rašytinė,,MILKINTIENĖ JUZĖ (MAMA),,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",NIJOLĖ MAKŠTUTIENĖ,15000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-01,PINIGINĖS LĖŠOS
Rašytinė,2015-03-15,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),NIJOLĖ MAKŠTUTIENĖ,15000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-28,PINIGAI
Rašytinė,,HECKER WOLGANG,,Sutuoktinis,Pirkimas,NIJOLĖ MAKŠTUTIENĖ,14000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-04-11,AUTOMOBILIS
Notarinė,2012-08-29,"UAB ""TORADO""",300613020,Deklaruojantysis,Pardavimas,RIMANTAS KLIPČIUS,51500,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-29,ŽEMĖS SKLYPO PARDAVIMAS
Notarinė,,"UAB ""MEDICINOS BANKAS""",112027077,Deklaruojantysis,Paskola (gauta),RIMANTAS KLIPČIUS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-17,KREDITO LINIJA: GRŪDŲ PIRKIMAS
Rašytinė,2015-03-29,UAB TOKVILA,110590949,Deklaruojantysis,Išsimokėtinas pirkimas,RIMANTAS REMEIKA,98737,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-29,PIRKTAS AUTOMOBILIS PER UAB NORDEA FINANCE LITHUANIA LIZINGĄ
Rašytinė,,SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),APOLINARAS NICIUS,61000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-30,PINIGAI
Rašytinė,2012-03-14,ROBERTAS ŽADEIKIS,,Sutuoktinis,Vertybinių popierių sandoriai,APOLINARAS NICIUS,15000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-14,AKCIJOS
Notarinė,,"UAB ""MEDICINOS BANKAS""",112027077,Deklaruojantysis,Paskola (gauta),RIMANTAS KLIPČIUS,200000,"Juridiniai asmenys, registruoti Lietuvoje",2010-07-12,"ŽEMĖS ŪKIO TECHNIKOS PIRKIMAS, PASTATO PIRKIMAS"
Notarinė,,"AB ""ŠIAULIŲ BANKAS""",112025254,Deklaruojantysis,Paskola (gauta),RIMANTAS KLIPČIUS,326851,"Juridiniai asmenys, registruoti Lietuvoje",2006-08-16,"ŽEMĖS ŪKIO TECHNIKOS PIRKIMAS, ŽEMĖS ŪKIO SKLYPŲ PIRKIMAS"
Rašytinė,2015-03-29,UAB NORDEA FINANCE LITHUANIA,111667277,Deklaruojantysis,Išsimokėtinas pirkimas,RIMANTAS REMEIKA,98737,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-29,ĮSIGYTAS AUTOMOBILIS IŠ UAB TOKVILA
Rašytinė,,AB DNB NORD BANKAS,112029270,Deklaruojantysis,Vertybinių popierių sandoriai,RIMANTAS REMEIKA,356105,"Juridiniai asmenys, registruoti Lietuvoje",2007-11-09,VYKSTA TEISMINIS BYLINĖJIMASIS DĖL SUMOS
Notarinė,,"AB ""ŠIAULIŲ BANKAS""",112025254,Deklaruojantysis,Paskola (gauta),RIMANTAS KLIPČIUS,52000,"Juridiniai asmenys, registruoti Lietuvoje",2008-05-21,ŽEMĖS ŪKIO TECHNIKOS PIRKIMAS
Notarinė,,"AB ""ŠIAULIŲ BANKAS""",112025254,Deklaruojantysis,Paskola (gauta),RIMANTAS KLIPČIUS,280000,"Juridiniai asmenys, registruoti Lietuvoje",2011-05-19,ŽEMĖS ŪKIO TECHNIKOS PIRKIMAS
Rašytinė,2045-12-20,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),RIMANTAS REMEIKA,325200,"Juridiniai asmenys, registruoti Lietuvoje",2005-12-20,PASKOLA BUTUI
Rašytinė,2012-03-22,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,RIMANTAS REMEIKA,13000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-22,TERMINUOTAS INDĖLIS
Rašytinė,,AB SWEDBANK,112029651,Sutuoktinis,Paskola (gauta),RIMANTAS KLIPČIUS,28000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-26,VARTOJIMO PASKOLA
Rašytinė,2012-11-26,AB SWEDBANK,112029651,Deklaruojantysis,Indėlis,RIMANTAS REMEIKA,40000,"Juridiniai asmenys, registruoti Lietuvoje",2010-05-25,TERMINUOTAS INDĖLIS
Rašytinė,2027-11-30,AB ERGO LIETUVA GYVYBĖS DRAUDIMAS,110707135,Deklaruojantysis,Draudimas,RIMANTAS REMEIKA,31666,"Juridiniai asmenys, registruoti Lietuvoje",2002-12-01,KAUPIAMASIS GYVYBĖS DRAUDIMAS
Rašytinė,2015-03-14,UAB FAKTO AUTOCENTRAS,126200938,Sutuoktinis,Išsimokėtinas pirkimas,RIMANTAS REMEIKA,64000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-14,ĮSIGYTAS AUTOMOBILIS PER NORDEA LIZINGO KOMPANIJĄ
Rašytinė,2015-03-14,UAB NORDEA FINANCE LITHUANIA,111667277,Sutuoktinis,Išsimokėtinas pirkimas,RIMANTAS REMEIKA,64000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-14,ĮSIGYTAS AUTOMOBILIS IŠ UAB FAKTO AUTOCENTRO
Rašytinė,2022-11-30,AB ERGO LIETUVA GYVYBĖS DRAUDIMAS,110707135,Sutuoktinis,Draudimas,RIMANTAS REMEIKA,18082,"Juridiniai asmenys, registruoti Lietuvoje",2002-12-01,KAUPIAMASIS GYVYBĖS DRAUDIMAS
Rašytinė,,UAB „CITADELE FAKTORINGAS IR LIZINGAS“,126233315,Deklaruojantysis,Išsimokėtinas pirkimas,ANDRIUS BURBA,127967,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-10,AUTOMOBILIS
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis,Paskola (gauta),ANDRIUS BURBA,668341,"Juridiniai asmenys, registruoti Lietuvoje",2008-06-01,PINIGAI
Rašytinė,,"UAB ""STARLIFE PROJECTS""",300672200,Deklaruojantysis,Paskola (suteikta),ANDRIUS BURBA,25000,"Juridiniai asmenys, registruoti Lietuvoje",2007-03-27,PINIGAI
Rašytinė,,ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Paskola (gauta),DALIA ŠTRAUPAITĖ,25000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-17,PINIGAI
Rašytinė,,"UADBB ""RIZIKOS CESIJA""",126231645,Deklaruojantysis,Paskola (suteikta),DONATAS STONYS,226000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-03,PASKOLA
Rašytinė,,"UAB ""METANO DUJŲ SISTEMOS""",125992188,Deklaruojantysis,Paskola (suteikta),DONATAS STONYS,51900,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-14,PASKOLA
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),RAIMONDAS ŠUKYS,158000,"Juridiniai asmenys, registruoti Lietuvoje",2005-06-17,ŽEMĖS SKLYPO IR NAMO STATYBOS PASKOLA
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Vertybinių popierių sandoriai,RIMANTAS TARAŠKEVIČIUS,299910,"Juridiniai asmenys, registruoti Lietuvoje",2010-05-25,VERTYBINIAI POPIERIAI
Rašytinė,,"A.KLIŠONIO KOMERCINĖ FIRMA ""INESA""",169845147,Deklaruojantysis,Pirkimas,AUDRIUS KLIŠONIS,23176,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-31,LENGVOJO AUTOMOBILIO PIRKIMAS
Notarinė,,SWEDBANK AB,112029651,Deklaruojantysis,Paskola (gauta),RAIMUNDAS PALAITIS,300903,"Juridiniai asmenys, registruoti Lietuvoje",2003-11-01,BŪSTO PASKOLA
Rašytinė,,KELMĖS KREDITO UNIJA,112046191,Deklaruojantysis,Paskola (suteikta),JUOZAS RIMKUS,80000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-15,INDĖLIS
Kita,2012-02-04,"UAB ""DELTA"" TURIZMO CENTRAS",125318887,Deklaruojantysis,Pirkimas,ARŪNAS VALINSKAS,12000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-23,TURISTINĖ KELIONĖ
Notarinė,,"SWEDBANK, BANKAS, AB",112029651,Deklaruojantysis,Paskola (gauta),ARŪNAS VALINSKAS,841969,"Juridiniai asmenys, registruoti Lietuvoje",2008-07-18,PASKOLA
Kita,2012-02-04,"UAB ""DELTA"" TURIZMO CENTRAS",125318887,Sutuoktinis,Pirkimas,ARŪNAS VALINSKAS,12000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-23,TURISTINĖ KELIONĖ
Notarinė,,"SWEDBANK, BANKAS, AB",112029651,Sutuoktinis,Paskola (gauta),ARŪNAS VALINSKAS,841969,"Juridiniai asmenys, registruoti Lietuvoje",2008-07-18,PASKOLA
Notarinė,2012-08-02,ALEKSAS JANULIS,,Deklaruojantysis,Pirkimas,VALIUS ĄŽUOLAS,20000,"Fiziniai asmenys, registruoti Lietuvoje",2012-08-02,ŽEMĖ
Notarinė,2011-10-03,NACIONALINĖ ŽEMĖS TARNYBA PRIE ŽEMĖS ŪKIO MINISTERIJOS,188604574,Deklaruojantysis,Pirkimas,VALIUS ĄŽUOLAS,42900,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-03,ŽEMĖ
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,10913,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-19,PINIGAI
Notarinė,,NACIONALINĖ ŽEMĖS TARNYBA PRIE ŽEMĖS ŪKIO MINISTERIJOS,188604574,Deklaruojantysis,Pirkimas,VALIUS ĄŽUOLAS,16740,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-03,ŽEMĖ
Rašytinė,2012-02-28,MARCO MASTROIANNI,,Deklaruojantysis,Pirkimas,VALIUS ĄŽUOLAS,36495,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-28,AUTOMOBILIS
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,21827,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-19,PINIGAI
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,21311,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-02,PINIGAI
Rašytinė,2011-10-27,UAB „MEGATURAS“,135622828,Deklaruojantysis,Pirkimas,VALIUS ĄŽUOLAS,11134,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-27,KELIONĖ
Rašytinė,2012-01-05,DNB LIZINGAS,124385737,Deklaruojantysis,Išsimokėtinas pirkimas,VALIUS ĄŽUOLAS,18054,"Juridiniai asmenys, registruoti Lietuvoje",2007-03-29,PINIGAI
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-23,PINIGAI
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-23,PINIGAI
Rašytinė,,ARTŪRAS GECAS,,Deklaruojantysis,Paskola (gauta),VALIUS ĄŽUOLAS,130000,"Fiziniai asmenys, registruoti Lietuvoje",2012-06-16,PINIGAI
Rašytinė,,UAB „POHJOLA FINANCE“,302247917,Deklaruojantysis,Paskola (gauta),VALIUS ĄŽUOLAS,269040,"Juridiniai asmenys, registruoti Lietuvoje",2008-08-29,PINIGAI
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Indėlis,JONAS POVILAITIS,20096,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-23,PINGAI
Rašytinė,,"AB ,,ŠIAULIŲ BANKAS""",112055589,Deklaruojantysis,Paskola (gauta),IZIDORIUS ŠIMKUS,230000,"Juridiniai asmenys, registruoti Lietuvoje",2008-08-28,PASKOLA
Notarinė,2012-01-31,LIETUVOS RESPUBLIKOS VALSTYBĖ,111105555,Deklaruojantysis,Pirkimas,MARIJONA LUKAŠEVIČIENĖ,14500,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-04,VALSTYBINĖ ŽEMĖ
Rašytinė,2013-04-01,MARTYNAS KAKTYS,,Deklaruojantysis,Nuoma,TOMAS TOMILINAS,12000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-01,BUTO NUOMA
Rašytinė,2012-07-17,RAMŪNAS KARBAUSKIS,,Deklaruojantysis,"Parama, labdara, auka",TOMAS TOMILINAS,21400,"Fiziniai asmenys, registruoti Lietuvoje",2012-05-01,AUKA REFERENDUMO INCIATYVINEI GRUPEI PAGAL REFERENDUMO ĮST.
Notarinė,2010-06-07,VLADIR MOSIN,,Deklaruojantysis,Pardavimas,ANTANAS BAURA,63000,"Fiziniai asmenys, registruoti Lietuvoje",2010-06-07,"BENDRABUČIO TIPO KAMBARYS VILNIUS, ATEITIES G. 9-207"
Notarinė,2011-07-22,ADOLFINA ALDAKAUSKIENĖ,,Deklaruojantysis,Pardavimas,ANTANAS BAURA,35000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-22,"VIENO KAMBARIO BUTAS ANYKŠČIAI, BASANAVICIAUČIAUSG. 48-17"
Rašytinė,,UAB RADVILIŠKIO AGROCENTRAS,111785642,Deklaruojantysis,Nuoma,VIKTORAS PRANCKIETIS,10707,"Juridiniai asmenys, registruoti Lietuvoje",2011-05-02,ŽEMĖS NUOMA
Notarinė,2009-02-03,UAB RAITAS,121524847,Deklaruojantysis,Išsimokėtinas pirkimas,ANTANAS BAURA,100051,"Juridiniai asmenys, registruoti Lietuvoje",2009-02-03,PIRKIMAS IŠSIMOKETINAI
Notarinė,2012-08-21,ZIGMAS BELICKAS,,Deklaruojantysis,Pardavimas,ALGIRDAS KOPŪSTAS,70400,"Fiziniai asmenys, registruoti Lietuvoje",2012-08-21,ŽEMĖS ŪKIO PASKIRTIES ŽEMĖ
